rho_0,alpha,device,mean_error,error_list
57.5,5.0,2055,3.81,"[2.76, 2.3, 4.6, 2.0, 2.3, 6.6, 2.9, 4.79, 8.16, 2.9, 5.13, 8.16, 2.15, 4.37, 6.65, 6.44, 3.18, 4.5, 5.14, 3.25, 2.3, 4.6, 2.3, 2.3, 3.05, 2.0, 2.3, 2.3, 0.0, 3.05, 3.05, 2.0, 3.05, 4.83, 2.97, 2.97, 4.4, 2.0, 2.97, 2.2, 4.83, 0.0, 2.2, 2.97, 4.56, 2.3, 8.32, 2.0, 2.3, 6.1, 3.05, 4.0, 5.02, 2.0, 3.05, 4.6, 2.3, 2.3, 5.02, 3.05, 2.3, 4.6, 2.3, 3.05, 5.02, 3.05, 4.61, 5.02, 2.0, 3.05, 3.05, 0.0, 3.05, 5.02, 3.05, 3.05, 3.05, 4.0, 3.05, 5.02, 4.6, 3.11, 2.3, 5.02, 4.1, 4.7, 6.1, 4.61, 4.0, 7.56, 6.43, 6.0, 2.22, 3.33, 2.2, 4.08, 4.89, 6.23, 6.51, 6.96, 7.96, 4.79, 3.05, 2.0, 5.02, 4.61, 4.0, 4.61, 6.43, 6.0, 6.43, 8.32, 8.0, 8.32, 4.79, 2.2, 3.38, 7.29, 2.9, 4.74, 4.0, 3.11, 5.73, 4.0, 4.0, 4.0, 2.0, 1.58, 3.23, 4.32, 4.0, 1.36, 2.2, 4.92, 3.06, 0.0, 0.0, 2.7, 0.0, 0.0, 2.28]"
57.5,5.25,1002,3.81,"[0.0, 2.3, 6.6, 2.0, 2.0, 3.05, 4.56, 4.0, 3.05, 4.56, 5.13, 4.61, 2.15, 4.37, 8.99, 6.44, 5.05, 4.5, 5.14, 3.25, 2.3, 2.3, 2.3, 3.25, 3.05, 2.0, 3.05, 2.3, 0.0, 2.3, 3.05, 2.0, 3.05, 4.0, 2.0, 2.97, 4.83, 2.97, 2.2, 0.0, 2.2, 2.97, 8.32, 6.43, 5.02, 8.32, 6.0, 4.61, 4.61, 4.0, 5.02, 3.05, 2.0, 4.6, 4.61, 2.3, 4.6, 3.05, 3.05, 7.18, 2.3, 3.05, 4.6, 3.05, 3.05, 5.02, 2.0, 3.05, 4.61, 0.0, 3.05, 5.02, 2.0, 2.3, 5.02, 2.0, 4.61, 5.02, 4.6, 2.1, 2.3, 4.7, 3.05, 4.7, 5.02, 4.61, 4.0, 7.56, 6.43, 6.0, 2.22, 3.33, 5.1, 4.21, 4.89, 6.23, 6.08, 6.51, 6.96, 7.96, 7.85, 3.05, 2.0, 4.6, 4.61, 4.0, 4.61, 6.43, 6.0, 6.43, 8.04, 6.99, 6.6, 3.38, 1.7, 1.99, 5.1, 3.16, 1.61, 0.0, 2.0, 3.11, 5.73, 4.39, 4.0, 2.0, 2.0, 1.58, 3.23, 2.22, 3.83, 1.36, 2.2, 4.92, 3.06, 0.0, 2.7, 4.25, 0.0, 2.48, 2.28]"
57.5,5.25,104D,3.91,"[0.0, 2.3, 6.6, 2.9, 4.79, 6.93, 2.9, 4.79, 6.93, 2.9, 5.13, 7.17, 2.15, 4.37, 6.65, 6.44, 5.05, 4.5, 5.14, 3.25, 2.3, 4.6, 2.3, 3.25, 3.05, 2.0, 3.05, 2.3, 0.0, 3.05, 3.05, 2.0, 3.05, 2.97, 2.97, 2.2, 4.83, 0.0, 2.2, 2.97, 6.43, 3.05, 8.32, 6.43, 6.0, 6.1, 3.05, 3.05, 5.02, 3.05, 2.3, 4.6, 4.61, 2.3, 5.02, 3.05, 2.3, 5.02, 2.3, 3.05, 4.6, 2.0, 5.02, 5.02, 2.0, 3.05, 6.1, 0.0, 2.3, 4.6, 2.0, 2.3, 4.6, 4.0, 3.05, 5.02, 3.11, 0.0, 3.11, 4.1, 4.7, 4.7, 6.1, 4.0, 4.61, 7.56, 8.42, 6.43, 4.17, 3.33, 3.18, 4.92, 4.21, 4.89, 6.23, 6.08, 6.51, 4.83, 7.85, 3.05, 2.0, 3.05, 4.61, 4.0, 4.61, 6.43, 6.0, 8.6, 8.04, 8.0, 8.32, 0.0, 1.99, 1.89, 0.0, 3.05, 3.05, 5.73, 4.39, 4.0, 2.0, 2.0, 1.58, 3.23, 4.32, 3.83, 1.36, 2.2, 4.92, 4.58, 2.12, 2.7, 4.25, 0.0, 2.48, 2.28]"
57.5,5.25,10CE,3.91,"[2.0, 2.3, 6.6, 2.0, 4.79, 6.93, 2.9, 4.79, 6.86, 2.9, 3.05, 7.17, 2.15, 4.37, 6.65, 6.44, 5.05, 4.5, 5.14, 3.25, 2.3, 4.6, 0.0, 3.25, 3.05, 2.0, 2.3, 2.3, 0.0, 3.05, 3.05, 2.0, 3.05, 4.83, 4.0, 2.97, 2.97, 2.0, 2.97, 4.4, 4.83, 0.0, 2.2, 2.97, 6.43, 6.43, 6.1, 6.43, 6.0, 6.1, 4.61, 3.05, 4.61, 2.0, 2.3, 4.6, 0.0, 2.3, 5.02, 3.05, 2.3, 7.18, 2.3, 3.05, 4.6, 0.0, 3.05, 5.02, 2.0, 3.05, 5.02, 0.0, 3.05, 4.6, 2.0, 2.3, 4.6, 4.0, 3.05, 5.02, 4.6, 0.0, 3.11, 4.7, 4.1, 3.05, 6.52, 4.61, 6.52, 7.56, 6.43, 6.0, 4.17, 3.33, 3.18, 4.2, 4.21, 4.89, 4.79, 4.65, 6.51, 6.96, 7.96, 7.85, 3.05, 2.0, 5.02, 4.61, 4.0, 4.61, 6.43, 6.0, 8.6, 8.04, 8.0, 6.6, 4.79, 3.38, 1.7, 1.7, 6.74, 5.88, 2.08, 1.61, 2.41, 4.74, 2.0, 5.73, 4.39, 4.0, 2.0, 0.0, 3.18, 2.22, 4.32, 6.76, 2.02, 3.13, 4.92, 5.07, 2.12, 0.0, 2.0, 0.0, 2.48, 2.28]"
57.5,5.25,1210,3.92,"[2.0, 2.3, 4.6, 2.9, 4.79, 6.93, 4.56, 4.79, 6.93, 2.9, 5.13, 7.17, 2.15, 4.37, 6.65, 6.44, 5.05, 4.5, 5.14, 3.25, 2.3, 4.6, 2.3, 2.3, 3.05, 2.0, 3.05, 2.3, 0.0, 3.05, 3.05, 2.0, 3.05, 4.83, 4.0, 2.97, 2.97, 4.4, 2.0, 2.97, 2.2, 4.83, 0.0, 2.2, 2.97, 6.43, 3.05, 4.6, 8.32, 6.0, 6.1, 4.61, 3.05, 5.02, 3.05, 2.0, 4.6, 2.3, 2.3, 4.6, 3.05, 3.05, 4.6, 2.3, 3.05, 4.6, 3.05, 3.05, 5.02, 3.05, 3.05, 3.05, 0.0, 2.3, 5.02, 2.0, 3.05, 4.6, 4.0, 3.05, 5.02, 2.3, 2.1, 2.3, 4.7, 4.1, 3.05, 6.1, 4.61, 4.0, 7.56, 6.43, 6.0, 4.17, 3.33, 3.18, 4.2, 4.21, 4.89, 6.23, 6.08, 6.51, 6.96, 7.96, 9.33, 3.05, 2.0, 4.6, 4.61, 4.0, 6.1, 6.43, 6.0, 6.43, 8.04, 6.99, 6.6, 2.2, 1.7, 3.16, 1.61, 2.41, 3.05, 3.05, 5.73, 6.0, 4.0, 2.0, 0.0, 1.58, 3.23, 4.32, 5.69, 1.36, 3.13, 4.92, 5.07, 2.12, 2.7, 4.25, 0.0, 2.48, 2.28]"
57.5,5.25,1211,3.8,"[0.0, 2.3, 6.6, 2.0, 4.3, 6.6, 2.9, 4.79, 8.16, 2.9, 5.13, 7.17, 2.15, 4.37, 6.65, 6.44, 5.05, 4.5, 5.14, 3.25, 2.3, 4.6, 0.0, 2.3, 3.05, 2.0, 3.05, 2.3, 0.0, 2.3, 3.05, 2.0, 3.05, 2.0, 2.97, 0.0, 2.2, 0.0, 2.97, 4.56, 3.05, 4.6, 6.43, 2.3, 4.6, 4.61, 4.0, 5.02, 3.05, 2.3, 4.6, 4.61, 2.3, 5.02, 2.0, 2.3, 5.02, 2.3, 4.61, 5.02, 3.05, 3.05, 5.02, 2.0, 3.05, 3.05, 0.0, 2.3, 5.02, 2.0, 3.05, 4.6, 2.0, 3.05, 5.02, 3.11, 2.1, 2.3, 3.05, 3.05, 6.1, 4.61, 8.1, 6.43, 6.0, 2.58, 3.33, 3.18, 4.92, 4.21, 4.89, 6.23, 6.08, 6.51, 6.96, 7.96, 9.33, 3.05, 2.0, 4.6, 4.61, 4.0, 4.61, 6.43, 6.0, 6.43, 8.32, 8.0, 6.6, 1.99, 6.74, 3.29, 1.2, 1.61, 2.41, 3.05, 3.05, 4.39, 6.0, 4.0, 2.0, 0.0, 3.28, 3.23, 4.32, 3.83, 2.02, 3.13, 4.92, 5.07, 2.12, 2.0, 4.25, 0.0, 2.0, 2.28]"
57.5,5.25,1212,3.97,"[6.6, 2.0, 4.79, 6.6, 2.9, 4.79, 8.16, 2.9, 5.94, 7.17, 2.15, 4.37, 6.65, 6.44, 5.05, 4.5, 5.14, 3.25, 0.0, 4.6, 0.0, 2.3, 3.05, 2.0, 3.05, 2.3, 0.0, 3.05, 3.05, 2.0, 3.05, 4.57, 4.57, 2.97, 2.97, 4.4, 0.0, 2.97, 2.2, 4.83, 0.0, 2.2, 4.4, 6.43, 3.05, 6.43, 4.61, 4.61, 6.1, 4.61, 4.0, 5.02, 3.05, 2.0, 4.6, 4.61, 2.3, 4.6, 3.05, 3.05, 4.6, 2.3, 3.05, 4.6, 2.0, 4.61, 5.02, 2.0, 3.05, 5.02, 0.0, 2.3, 2.3, 2.0, 3.05, 5.02, 4.61, 2.3, 4.6, 4.6, 3.11, 3.11, 4.7, 4.1, 3.05, 6.1, 4.0, 6.52, 8.1, 6.43, 6.0, 4.17, 3.33, 3.18, 4.2, 4.21, 4.89, 6.23, 7.91, 6.17, 6.96, 7.96, 9.33, 3.05, 2.0, 4.6, 4.61, 4.0, 4.61, 6.43, 6.0, 6.43, 8.32, 8.0, 6.6, 2.2, 1.7, 6.74, 4.18, 2.9, 2.0, 4.88, 3.11, 4.39, 4.0, 4.0, 2.0, 0.0, 1.58, 3.23, 3.6, 3.83, 1.36, 3.13, 6.71, 2.12, 2.7, 2.7, 0.0, 2.48, 2.28]"
57.5,5.25,121D,3.96,"[0.0, 2.3, 6.6, 2.0, 4.79, 6.6, 2.9, 5.94, 8.16, 3.44, 5.94, 7.17, 2.15, 4.37, 6.65, 6.44, 5.05, 4.5, 5.14, 3.25, 2.3, 4.6, 2.3, 2.3, 3.05, 2.0, 3.05, 2.3, 0.0, 2.3, 3.05, 2.0, 3.05, 4.57, 2.97, 4.57, 2.97, 2.0, 2.97, 2.2, 4.83, 0.0, 2.2, 2.97, 7.55, 6.43, 6.1, 2.0, 6.0, 6.1, 3.05, 3.05, 4.61, 2.0, 2.0, 4.6, 4.61, 2.3, 4.6, 3.05, 3.05, 5.02, 2.3, 3.05, 4.6, 3.05, 3.05, 5.02, 2.0, 3.05, 3.05, 0.0, 2.3, 5.02, 2.0, 2.3, 5.02, 4.61, 2.3, 4.6, 4.6, 2.1, 3.11, 6.16, 4.7, 3.05, 6.1, 4.61, 6.52, 8.1, 8.42, 6.0, 4.17, 3.33, 3.18, 4.92, 4.21, 4.89, 4.79, 4.65, 6.51, 6.96, 6.89, 9.33, 3.05, 3.05, 5.02, 4.61, 4.0, 4.61, 6.43, 6.0, 6.43, 8.04, 8.0, 6.6, 4.79, 3.38, 0.0, 1.7, 5.38, 5.88, 3.29, 3.16, 1.61, 0.0, 4.79, 3.11, 5.73, 6.0, 4.0, 2.0, 2.0, 3.28, 2.22, 4.32, 5.69, 2.02, 3.13, 3.6, 5.07, 2.12, 2.0, 2.7, 0.0, 2.48, 2.28]"
57.5,5.25,1F61,3.87,"[0.0, 2.3, 6.6, 2.0, 2.0, 6.6, 2.9, 5.94, 8.16, 4.56, 5.13, 7.17, 2.15, 4.37, 6.65, 6.44, 5.05, 2.2, 5.14, 3.25, 0.0, 4.6, 2.3, 3.25, 3.05, 2.0, 2.3, 2.3, 0.0, 2.3, 3.05, 2.0, 3.05, 2.97, 2.0, 2.97, 2.97, 2.2, 4.83, 0.0, 2.2, 2.97, 8.32, 3.05, 8.32, 8.32, 6.0, 6.1, 4.61, 3.05, 5.02, 3.05, 2.3, 4.6, 0.0, 2.3, 4.6, 2.0, 3.05, 4.6, 2.3, 3.05, 5.02, 2.0, 4.61, 5.02, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 4.6, 2.0, 3.05, 5.02, 4.6, 0.0, 2.3, 4.7, 4.1, 3.05, 6.1, 4.0, 4.61, 7.56, 6.43, 6.0, 2.22, 3.33, 5.1, 4.2, 4.21, 4.89, 6.23, 7.91, 6.51, 6.96, 7.96, 9.33, 3.05, 2.0, 5.02, 4.61, 4.0, 6.1, 6.43, 6.0, 6.43, 8.32, 8.0, 8.32, 3.38, 0.0, 1.7, 7.29, 4.18, 1.2, 2.08, 1.61, 2.41, 4.0, 2.0, 4.39, 6.0, 4.0, 2.0, 2.0, 1.58, 3.23, 4.98, 5.69, 1.36, 2.2, 4.92, 5.07, 2.12, 0.0, 2.0, 0.0, 2.48, 2.28]"
57.5,5.25,2005,3.91,"[2.0, 2.3, 6.6, 2.0, 4.79, 6.6, 2.9, 4.0, 8.16, 2.9, 6.44, 7.17, 2.15, 4.37, 6.65, 6.44, 5.05, 3.18, 5.14, 3.25, 0.0, 4.6, 2.3, 3.25, 3.05, 2.0, 2.3, 2.3, 0.0, 3.05, 3.05, 2.0, 3.05, 4.83, 4.0, 2.97, 2.97, 2.97, 2.0, 2.97, 2.2, 0.0, 4.4, 8.32, 6.43, 7.56, 6.43, 4.61, 6.1, 4.61, 3.05, 5.02, 2.0, 2.3, 3.05, 0.0, 2.3, 4.6, 3.05, 3.05, 5.02, 2.3, 3.05, 4.6, 2.0, 3.05, 5.02, 2.0, 3.05, 3.05, 2.0, 3.05, 5.02, 2.0, 2.3, 5.02, 4.56, 3.05, 5.02, 4.61, 0.0, 2.3, 5.02, 2.0, 3.05, 4.61, 4.0, 7.56, 6.43, 6.0, 2.22, 3.33, 3.18, 4.2, 4.21, 4.89, 4.79, 7.91, 6.51, 6.96, 7.96, 7.85, 4.61, 2.0, 5.02, 4.61, 4.0, 4.61, 6.43, 6.0, 6.43, 8.32, 8.0, 6.6, 2.91, 1.99, 0.0, 1.7, 6.74, 3.16, 3.29, 4.18, 5.1, 0.0, 3.05, 3.05, 5.73, 10.75, 4.0, 2.0, 2.0, 3.28, 2.22, 4.32, 6.79, 2.02, 3.13, 3.47, 3.06, 2.12, 2.7, 4.25, 0.0, 1.9, 2.28]"
57.5,5.25,2055,3.91,"[0.0, 2.3, 4.6, 2.0, 2.0, 6.6, 2.9, 4.79, 8.16, 2.9, 5.13, 8.16, 2.15, 4.37, 6.65, 6.44, 3.18, 4.5, 5.14, 3.25, 2.3, 4.6, 2.3, 2.3, 3.05, 2.0, 2.3, 2.3, 0.0, 3.05, 3.05, 2.0, 3.05, 4.83, 4.0, 2.97, 4.4, 2.0, 2.97, 4.4, 4.83, 0.0, 2.2, 4.4, 4.56, 3.05, 8.32, 6.43, 4.0, 6.1, 4.61, 4.0, 5.02, 2.0, 3.05, 5.02, 2.3, 2.3, 5.02, 3.05, 2.3, 4.6, 2.3, 3.05, 4.6, 3.05, 4.61, 5.02, 2.0, 3.05, 3.05, 0.0, 3.05, 6.1, 2.0, 3.05, 5.02, 4.0, 3.05, 5.02, 3.11, 2.1, 2.3, 4.7, 4.1, 4.7, 6.1, 4.61, 4.61, 7.56, 6.43, 6.0, 2.22, 3.33, 2.2, 4.08, 4.89, 6.23, 6.51, 6.96, 7.96, 4.79, 4.61, 2.0, 5.02, 4.61, 4.0, 6.1, 6.43, 6.0, 6.43, 8.32, 8.0, 8.32, 4.79, 2.2, 3.38, 7.29, 2.9, 4.74, 4.0, 2.0, 5.73, 6.0, 4.0, 4.0, 2.0, 1.58, 3.23, 4.32, 4.0, 1.36, 2.2, 3.47, 3.06, 0.0, 0.0, 2.0, 0.0, 2.48, 2.28]"
57.5,5.5,1002,3.9,"[0.0, 2.3, 6.6, 2.0, 3.05, 3.05, 4.56, 4.0, 4.61, 4.56, 5.13, 4.61, 2.15, 4.37, 10.45, 6.44, 5.05, 4.5, 5.14, 3.25, 2.3, 2.3, 2.3, 3.25, 3.05, 0.0, 2.3, 2.3, 0.0, 2.3, 3.05, 2.0, 3.05, 4.0, 4.57, 2.97, 4.83, 2.97, 2.2, 0.0, 2.2, 4.4, 8.32, 6.43, 5.02, 4.0, 6.0, 6.1, 4.61, 4.0, 5.02, 3.05, 2.0, 4.6, 4.61, 2.3, 4.6, 3.05, 3.05, 5.02, 2.3, 3.05, 4.6, 3.05, 3.05, 5.02, 2.0, 3.05, 7.56, 0.0, 3.05, 5.02, 2.0, 2.3, 5.02, 2.0, 3.05, 5.02, 3.11, 2.1, 2.3, 4.7, 3.05, 4.7, 5.02, 6.1, 4.61, 7.56, 6.43, 8.42, 2.22, 3.33, 3.18, 4.21, 4.2, 4.79, 6.08, 6.51, 6.96, 6.89, 7.85, 2.0, 3.05, 4.6, 4.0, 4.61, 6.1, 6.0, 6.43, 7.56, 8.04, 6.99, 6.6, 3.38, 1.7, 1.99, 8.35, 4.18, 5.1, 0.0, 2.0, 3.05, 5.73, 7.55, 4.0, 2.0, 2.0, 3.28, 2.22, 3.6, 3.83, 0.0, 2.2, 4.92, 5.07, 0.0, 0.0, 2.0, 0.0, 2.0, 4.11]"
57.5,5.5,104D,3.97,"[0.0, 2.3, 4.6, 2.0, 3.05, 6.93, 4.0, 5.94, 4.61, 3.61, 5.13, 7.17, 2.15, 4.37, 6.65, 6.44, 5.05, 4.5, 5.14, 3.25, 2.3, 4.6, 3.25, 3.25, 3.05, 2.0, 2.3, 2.3, 0.0, 3.05, 3.05, 2.0, 3.05, 2.97, 2.97, 2.2, 4.83, 0.0, 2.2, 2.2, 6.43, 3.05, 8.32, 6.43, 6.0, 6.1, 4.61, 3.05, 5.02, 2.0, 3.05, 4.6, 4.0, 2.3, 5.02, 3.05, 3.05, 5.02, 2.3, 3.05, 4.6, 2.0, 4.61, 5.02, 2.0, 3.05, 6.1, 0.0, 2.3, 4.6, 2.0, 2.3, 4.6, 4.0, 3.05, 5.02, 3.11, 0.0, 3.11, 4.7, 4.1, 4.7, 6.52, 4.0, 4.61, 7.56, 8.42, 6.43, 4.17, 7.52, 3.18, 4.92, 4.21, 4.89, 4.79, 6.08, 6.51, 6.5, 7.85, 2.0, 3.05, 4.6, 4.0, 4.61, 6.1, 6.0, 6.43, 8.6, 8.04, 8.32, 9.23, 0.0, 1.99, 1.89, 0.0, 3.05, 3.05, 5.73, 8.32, 4.61, 2.0, 2.0, 3.18, 2.22, 4.32, 5.69, 2.06, 2.2, 3.47, 5.07, 2.12, 0.0, 4.25, 0.0, 2.0, 2.28]"
57.5,5.5,10CE,3.93,"[0.0, 2.3, 6.6, 2.0, 4.79, 6.93, 2.9, 4.79, 8.16, 2.9, 4.37, 7.17, 2.15, 4.37, 6.65, 6.44, 5.05, 4.5, 5.14, 3.25, 2.3, 4.6, 0.0, 2.3, 3.05, 2.0, 2.3, 2.3, 0.0, 5.02, 3.05, 2.0, 3.05, 4.83, 4.0, 2.97, 2.97, 2.0, 2.97, 4.4, 4.83, 0.0, 2.2, 2.97, 8.32, 6.43, 6.1, 6.43, 6.0, 6.1, 4.61, 3.05, 4.61, 2.0, 2.3, 4.6, 0.0, 2.3, 5.02, 3.05, 3.05, 5.02, 0.0, 3.05, 4.6, 2.0, 3.05, 5.02, 2.0, 3.05, 5.02, 0.0, 3.05, 4.6, 2.0, 2.3, 5.02, 4.0, 3.05, 5.02, 3.11, 0.0, 3.11, 4.7, 4.1, 3.05, 6.52, 4.0, 4.61, 7.56, 6.43, 6.0, 4.17, 3.33, 3.18, 4.2, 4.21, 4.89, 4.79, 6.08, 6.51, 6.96, 6.89, 7.85, 2.0, 3.05, 4.6, 4.0, 4.61, 6.1, 6.0, 6.43, 8.6, 8.04, 6.99, 6.6, 4.79, 3.38, 1.7, 1.7, 5.38, 5.88, 2.08, 5.1, 2.41, 4.74, 3.05, 5.73, 7.27, 4.0, 2.0, 0.0, 3.18, 2.22, 4.32, 5.69, 2.06, 1.8, 3.6, 5.07, 2.12, 0.0, 2.0, 0.0, 2.48, 4.11]"
57.5,5.5,1210,3.81,"[0.0, 2.3, 4.6, 2.0, 3.05, 3.05, 4.56, 5.94, 4.61, 3.44, 5.13, 7.17, 2.15, 4.37, 6.65, 6.44, 5.05, 4.5, 5.14, 3.25, 2.3, 4.6, 2.3, 2.3, 3.05, 2.0, 2.3, 2.3, 0.0, 3.05, 3.05, 2.0, 3.05, 4.83, 4.0, 2.97, 2.97, 2.97, 2.0, 2.97, 4.4, 4.83, 0.0, 2.2, 4.4, 8.32, 3.05, 5.02, 6.43, 6.0, 6.1, 4.61, 3.05, 5.02, 2.0, 3.05, 4.6, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 3.05, 4.6, 2.0, 3.05, 5.02, 2.0, 3.05, 5.02, 0.0, 2.3, 5.02, 2.0, 3.05, 4.6, 4.0, 3.05, 5.02, 2.3, 2.1, 2.3, 4.7, 4.1, 3.05, 6.1, 4.0, 4.61, 7.56, 8.1, 8.42, 4.17, 2.21, 3.18, 4.2, 4.21, 4.89, 4.79, 6.08, 6.51, 6.96, 7.96, 7.85, 2.0, 3.05, 4.6, 4.0, 4.61, 6.1, 6.0, 6.43, 7.56, 8.04, 6.99, 6.6, 2.2, 1.7, 3.16, 1.89, 2.41, 3.05, 3.05, 5.73, 6.0, 4.0, 2.0, 0.0, 3.18, 2.22, 4.32, 5.69, 0.0, 2.2, 3.6, 5.07, 2.02, 0.0, 2.0, 0.0, 2.48, 2.28]"
57.5,5.5,1211,3.82,"[0.0, 2.3, 4.6, 2.9, 4.79, 6.93, 4.56, 5.94, 8.16, 3.44, 5.13, 7.17, 2.15, 4.37, 6.65, 6.44, 5.05, 4.5, 5.14, 3.25, 2.3, 4.6, 0.0, 2.3, 3.05, 2.0, 2.3, 2.3, 0.0, 3.05, 3.05, 2.0, 3.05, 2.0, 2.97, 0.0, 2.2, 0.0, 2.97, 3.05, 3.05, 6.43, 6.43, 6.0, 4.6, 4.61, 4.0, 5.02, 3.05, 2.3, 4.6, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 4.61, 5.02, 2.0, 3.05, 5.02, 2.0, 3.05, 3.05, 0.0, 2.3, 5.02, 2.0, 3.05, 4.6, 2.0, 3.05, 5.02, 3.11, 2.1, 2.3, 4.7, 3.05, 4.0, 4.61, 8.1, 8.42, 6.0, 2.58, 3.33, 3.18, 4.92, 4.21, 4.89, 4.79, 6.08, 6.51, 6.5, 6.89, 7.85, 2.0, 3.05, 4.6, 4.0, 4.61, 6.1, 6.0, 6.43, 7.56, 8.0, 8.32, 6.6, 1.99, 5.38, 3.29, 3.16, 1.89, 3.76, 3.05, 3.05, 6.26, 6.0, 4.0, 2.0, 0.0, 3.18, 2.22, 4.32, 5.69, 2.06, 1.8, 3.47, 5.07, 2.12, 2.0, 2.0, 0.0, 2.0, 4.11]"
57.5,5.5,1212,3.95,"[6.6, 2.9, 4.79, 6.6, 4.56, 5.94, 8.16, 2.9, 5.94, 7.17, 2.15, 4.37, 6.65, 6.44, 5.05, 4.5, 5.14, 3.25, 0.0, 4.6, 0.0, 2.3, 3.05, 2.0, 2.3, 2.3, 0.0, 3.05, 3.05, 2.0, 3.05, 4.57, 4.57, 2.97, 5.95, 4.4, 2.0, 2.97, 4.83, 2.97, 0.0, 2.2, 4.4, 2.0, 3.05, 6.99, 6.43, 4.61, 6.1, 2.0, 3.05, 5.02, 3.05, 2.0, 4.6, 0.0, 2.3, 4.6, 3.05, 3.05, 4.6, 2.3, 3.05, 4.6, 2.0, 4.61, 5.02, 2.0, 3.05, 5.02, 0.0, 2.3, 6.1, 2.0, 3.05, 5.02, 4.61, 2.3, 4.6, 4.6, 2.1, 3.11, 4.7, 4.1, 3.05, 6.1, 4.0, 6.52, 9.32, 6.43, 8.42, 4.17, 3.33, 3.18, 4.2, 4.21, 4.2, 4.79, 6.08, 6.17, 6.96, 7.96, 7.85, 2.0, 3.05, 4.6, 4.0, 4.61, 6.1, 6.0, 6.43, 7.56, 8.32, 8.32, 6.6, 2.2, 1.7, 3.8, 4.18, 1.89, 2.0, 4.0, 3.11, 5.73, 6.0, 4.0, 2.0, 0.0, 1.3, 2.22, 3.6, 3.83, 0.0, 1.8, 5.4, 2.12, 2.7, 4.25, 0.0, 2.48, 2.28]"
57.5,5.5,121D,4.0,"[0.0, 2.3, 4.6, 2.9, 3.05, 6.93, 2.9, 5.94, 8.16, 3.44, 5.13, 7.17, 2.15, 4.37, 6.65, 6.44, 5.05, 4.5, 5.14, 3.25, 2.3, 4.6, 2.3, 2.3, 3.05, 0.0, 3.05, 2.3, 0.0, 3.05, 3.05, 2.0, 3.05, 4.57, 2.97, 4.57, 4.57, 2.0, 2.97, 2.2, 2.2, 0.0, 2.2, 2.97, 7.55, 6.43, 6.1, 8.32, 6.0, 6.1, 3.05, 3.05, 4.61, 2.0, 3.05, 4.6, 2.3, 2.3, 4.6, 3.05, 3.05, 5.02, 2.3, 3.05, 4.6, 2.0, 3.05, 5.02, 2.0, 3.05, 7.56, 0.0, 2.3, 5.02, 2.0, 2.3, 5.02, 4.61, 2.3, 4.6, 4.6, 2.1, 2.3, 6.16, 4.1, 3.05, 6.52, 6.1, 6.52, 8.1, 8.42, 6.0, 5.69, 3.33, 3.18, 4.92, 4.21, 4.89, 4.79, 4.65, 6.51, 6.96, 6.89, 7.85, 2.0, 3.05, 4.6, 4.0, 4.61, 6.1, 6.0, 6.43, 7.56, 8.04, 8.32, 6.6, 2.91, 3.38, 0.0, 1.7, 5.38, 4.18, 3.29, 4.18, 5.1, 0.0, 4.74, 3.11, 5.73, 8.32, 4.0, 4.0, 2.0, 3.18, 2.22, 4.32, 5.69, 2.06, 1.8, 3.6, 5.07, 2.12, 0.0, 2.0, 0.0, 2.48, 2.28]"
57.5,5.5,1F61,3.84,"[0.0, 2.3, 2.3, 2.9, 3.05, 6.6, 2.9, 5.94, 8.16, 3.44, 5.13, 7.17, 2.15, 4.37, 6.65, 6.44, 5.05, 2.2, 5.14, 3.25, 0.0, 4.6, 0.0, 3.25, 3.05, 0.0, 2.3, 2.3, 0.0, 3.05, 3.05, 2.0, 3.05, 2.97, 4.57, 5.95, 2.97, 4.83, 4.83, 0.0, 2.2, 4.4, 8.32, 3.05, 8.32, 4.0, 6.0, 6.1, 4.61, 3.05, 5.02, 2.0, 2.3, 4.6, 0.0, 2.3, 4.6, 2.0, 3.05, 4.6, 0.0, 3.05, 5.02, 2.0, 4.61, 5.02, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.6, 0.0, 2.3, 4.7, 4.1, 3.05, 6.1, 4.0, 4.61, 8.1, 6.43, 6.0, 2.22, 3.33, 3.18, 4.2, 4.21, 4.89, 4.79, 6.08, 6.51, 6.96, 6.89, 7.85, 2.0, 3.05, 4.6, 4.0, 4.61, 6.1, 6.0, 6.43, 7.56, 8.0, 8.32, 9.23, 3.38, 0.0, 1.7, 7.29, 3.16, 1.2, 2.08, 5.1, 5.83, 4.0, 3.05, 6.26, 6.0, 4.61, 2.0, 2.0, 1.3, 2.22, 3.83, 5.69, 2.06, 2.2, 3.47, 5.07, 2.12, 0.0, 2.0, 0.0, 2.0, 4.11]"
