rho_0,alpha,device,,error_list
47.5,4.25,1F61,std,1.9
47.5,4.25,2005,mean,3.31
47.5,4.25,2005,median,3.05
47.5,4.25,2005,rmse,3.82
47.5,4.25,2005,max,13.3
47.5,4.25,2005,min,0.0
47.5,4.25,2005,count,145.0
47.5,4.25,2005,std,1.9
47.5,4.25,2055,mean,2.97
47.5,4.25,2055,median,2.62
47.5,4.25,2055,rmse,3.49
47.5,4.25,2055,max,10.6
47.5,4.25,2055,min,0.0
47.5,4.25,2055,count,141.0
47.5,4.25,2055,std,1.84
47.5,4.5,1002,mean,3.13
47.5,4.5,1002,median,2.91
47.5,4.5,1002,rmse,3.53
47.5,4.5,1002,max,11.1
47.5,4.5,1002,min,0.0
47.5,4.5,1002,count,141.0
47.5,4.5,1002,std,1.62
47.5,4.5,104D,mean,2.84
47.5,4.5,104D,median,2.66
47.5,4.5,104D,rmse,3.26
47.5,4.5,104D,max,7.04
47.5,4.5,104D,min,0.0
47.5,4.5,104D,count,136.0
47.5,4.5,104D,std,1.6
47.5,4.5,10CE,mean,3.2
47.5,4.5,10CE,median,2.72
47.5,4.5,10CE,rmse,4.29
47.5,4.5,10CE,max,29.56
47.5,4.5,10CE,min,0.0
47.5,4.5,10CE,count,146.0
47.5,4.5,10CE,std,2.86
47.5,4.5,1210,mean,2.77
47.5,4.5,1210,median,2.52
47.5,4.5,1210,rmse,3.19
47.5,4.5,1210,max,8.8
47.5,4.5,1210,min,0.0
47.5,4.5,1210,count,143.0
47.5,4.5,1210,std,1.58
47.5,4.5,1211,mean,3.01
47.5,4.5,1211,median,2.88
47.5,4.5,1211,rmse,3.36
47.5,4.5,1211,max,6.43
47.5,4.5,1211,min,0.0
47.5,4.5,1211,count,136.0
47.5,4.5,1211,std,1.49
47.5,4.5,1212,mean,3.19
47.5,4.5,1212,median,2.73
47.5,4.5,1212,rmse,3.84
47.5,4.5,1212,max,13.31
47.5,4.5,1212,min,0.0
47.5,4.5,1212,count,141.0
47.5,4.5,1212,std,2.14
47.5,4.5,121D,mean,2.96
47.5,4.5,121D,median,2.77
47.5,4.5,121D,rmse,3.47
47.5,4.5,121D,max,9.04
47.5,4.5,121D,min,0.0
47.5,4.5,121D,count,147.0
47.5,4.5,121D,std,1.81
47.5,4.5,1F61,mean,2.85
47.5,4.5,1F61,median,2.54
47.5,4.5,1F61,rmse,3.34
47.5,4.5,1F61,max,13.3
47.5,4.5,1F61,min,0.0
47.5,4.5,1F61,count,144.0
47.5,4.5,1F61,std,1.74
47.5,4.5,2005,mean,3.06
47.5,4.5,2005,median,2.7
47.5,4.5,2005,rmse,3.58
47.5,4.5,2005,max,13.3
47.5,4.5,2005,min,0.0
47.5,4.5,2005,count,145.0
47.5,4.5,2005,std,1.85
47.5,4.5,2055,mean,2.77
47.5,4.5,2055,median,2.62
47.5,4.5,2055,rmse,3.19
47.5,4.5,2055,max,9.0
47.5,4.5,2055,min,0.0
47.5,4.5,2055,count,141.0
47.5,4.5,2055,std,1.58
47.5,4.75,1002,mean,2.81
47.5,4.75,1002,median,2.58
47.5,4.75,1002,rmse,3.19
47.5,4.75,1002,max,6.9
47.5,4.75,1002,min,0.0
47.5,4.75,1002,count,141.0
47.5,4.75,1002,std,1.52
47.5,4.75,104D,mean,2.72
47.5,4.75,104D,median,2.53
47.5,4.75,104D,rmse,3.15
47.5,4.75,104D,max,7.13
47.5,4.75,104D,min,0.0
47.5,4.75,104D,count,136.0
47.5,4.75,104D,std,1.59
47.5,4.75,10CE,mean,2.83
47.5,4.75,10CE,median,2.43
47.5,4.75,10CE,rmse,3.31
47.5,4.75,10CE,max,10.95
47.5,4.75,10CE,min,0.0
47.5,4.75,10CE,count,146.0
47.5,4.75,10CE,std,1.73
47.5,4.75,1210,mean,2.63
47.5,4.75,1210,median,2.32
47.5,4.75,1210,rmse,3.06
47.5,4.75,1210,max,9.91
47.5,4.75,1210,min,0.1
47.5,4.75,1210,count,143.0
47.5,4.75,1210,std,1.57
47.5,4.75,1211,mean,2.79
47.5,4.75,1211,median,2.79
47.5,4.75,1211,rmse,3.14
47.5,4.75,1211,max,6.59
47.5,4.75,1211,min,0.0
47.5,4.75,1211,count,136.0
47.5,4.75,1211,std,1.43
47.5,4.75,1212,mean,2.87
47.5,4.75,1212,median,2.6
47.5,4.75,1212,rmse,3.41
47.5,4.75,1212,max,13.3
47.5,4.75,1212,min,0.0
47.5,4.75,1212,count,141.0
47.5,4.75,1212,std,1.84
47.5,4.75,121D,mean,2.81
47.5,4.75,121D,median,2.62
47.5,4.75,121D,rmse,3.26
47.5,4.75,121D,max,7.58
47.5,4.75,121D,min,0.0
47.5,4.75,121D,count,147.0
47.5,4.75,121D,std,1.65
47.5,4.75,1F61,mean,2.67
47.5,4.75,1F61,median,2.58
47.5,4.75,1F61,rmse,3.05
47.5,4.75,1F61,max,7.02
47.5,4.75,1F61,min,0.0
47.5,4.75,1F61,count,144.0
47.5,4.75,1F61,std,1.47
47.5,4.75,2005,mean,2.9
47.5,4.75,2005,median,2.55
47.5,4.75,2005,rmse,3.4
47.5,4.75,2005,max,13.3
47.5,4.75,2005,min,0.0
47.5,4.75,2005,count,145.0
47.5,4.75,2005,std,1.77
47.5,4.75,2055,mean,2.69
47.5,4.75,2055,median,2.62
47.5,4.75,2055,rmse,3.05
47.5,4.75,2055,max,6.98
47.5,4.75,2055,min,0.0
47.5,4.75,2055,count,141.0
47.5,4.75,2055,std,1.42
47.5,5.0,1002,mean,2.8
47.5,5.0,1002,median,2.62
47.5,5.0,1002,rmse,3.13
47.5,5.0,1002,max,6.38
47.5,5.0,1002,min,0.0
47.5,5.0,1002,count,141.0
47.5,5.0,1002,std,1.4
47.5,5.0,104D,mean,2.74
47.5,5.0,104D,median,2.55
47.5,5.0,104D,rmse,3.16
47.5,5.0,104D,max,7.0
47.5,5.0,104D,min,0.0
47.5,5.0,104D,count,136.0
47.5,5.0,104D,std,1.58
47.5,5.0,10CE,mean,2.65
47.5,5.0,10CE,median,2.43
47.5,5.0,10CE,rmse,3.16
47.5,5.0,10CE,max,10.95
47.5,5.0,10CE,min,0.0
47.5,5.0,10CE,count,146.0
47.5,5.0,10CE,std,1.72
47.5,5.0,1210,mean,2.65
47.5,5.0,1210,median,2.57
47.5,5.0,1210,rmse,3.0
47.5,5.0,1210,max,7.21
47.5,5.0,1210,min,0.1
47.5,5.0,1210,count,143.0
47.5,5.0,1210,std,1.4
47.5,5.0,1211,mean,2.77
47.5,5.0,1211,median,2.68
47.5,5.0,1211,rmse,3.09
47.5,5.0,1211,max,7.15
47.5,5.0,1211,min,0.2
47.5,5.0,1211,count,136.0
47.5,5.0,1211,std,1.37
47.5,5.0,1212,mean,2.82
47.5,5.0,1212,median,2.66
47.5,5.0,1212,rmse,3.25
47.5,5.0,1212,max,6.99
47.5,5.0,1212,min,0.15
47.5,5.0,1212,count,141.0
47.5,5.0,1212,std,1.62
47.5,5.0,121D,mean,2.66
47.5,5.0,121D,median,2.46
47.5,5.0,121D,rmse,3.08
47.5,5.0,121D,max,7.58
47.5,5.0,121D,min,0.0
47.5,5.0,121D,count,147.0
47.5,5.0,121D,std,1.55
47.5,5.0,1F61,mean,2.61
47.5,5.0,1F61,median,2.38
47.5,5.0,1F61,rmse,2.95
47.5,5.0,1F61,max,7.02
47.5,5.0,1F61,min,0.0
47.5,5.0,1F61,count,144.0
47.5,5.0,1F61,std,1.37
47.5,5.0,2005,mean,2.68
47.5,5.0,2005,median,2.38
47.5,5.0,2005,rmse,3.09
47.5,5.0,2005,max,12.7
47.5,5.0,2005,min,0.0
47.5,5.0,2005,count,145.0
47.5,5.0,2005,std,1.53
47.5,5.0,2055,mean,2.69
47.5,5.0,2055,median,2.64
47.5,5.0,2055,rmse,3.04
47.5,5.0,2055,max,6.98
47.5,5.0,2055,min,0.0
47.5,5.0,2055,count,141.0
47.5,5.0,2055,std,1.41
47.5,5.25,1002,mean,2.83
47.5,5.25,1002,median,2.64
47.5,5.25,1002,rmse,3.15
47.5,5.25,1002,max,6.57
47.5,5.25,1002,min,0.2
47.5,5.25,1002,count,141.0
47.5,5.25,1002,std,1.37
47.5,5.25,104D,mean,2.76
47.5,5.25,104D,median,2.59
47.5,5.25,104D,rmse,3.2
47.5,5.25,104D,max,7.0
47.5,5.25,104D,min,0.16
47.5,5.25,104D,count,136.0
47.5,5.25,104D,std,1.6
47.5,5.25,10CE,mean,2.65
47.5,5.25,10CE,median,2.49
47.5,5.25,10CE,rmse,3.07
47.5,5.25,10CE,max,8.08
47.5,5.25,10CE,min,0.0
47.5,5.25,10CE,count,146.0
47.5,5.25,10CE,std,1.55
47.5,5.25,1210,mean,2.64
47.5,5.25,1210,median,2.47
47.5,5.25,1210,rmse,3.02
47.5,5.25,1210,max,7.21
47.5,5.25,1210,min,0.1
47.5,5.25,1210,count,143.0
47.5,5.25,1210,std,1.47
47.5,5.25,1211,mean,2.88
47.5,5.25,1211,median,2.81
47.5,5.25,1211,rmse,3.19
47.5,5.25,1211,max,7.15
47.5,5.25,1211,min,0.16
47.5,5.25,1211,count,136.0
47.5,5.25,1211,std,1.37
47.5,5.25,1212,mean,2.83
47.5,5.25,1212,median,2.62
47.5,5.25,1212,rmse,3.25
47.5,5.25,1212,max,6.82
47.5,5.25,1212,min,0.29
47.5,5.25,1212,count,141.0
47.5,5.25,1212,std,1.6
47.5,5.25,121D,mean,2.63
47.5,5.25,121D,median,2.48
47.5,5.25,121D,rmse,3.05
47.5,5.25,121D,max,8.1
47.5,5.25,121D,min,0.19
47.5,5.25,121D,count,147.0
47.5,5.25,121D,std,1.53
47.5,5.25,1F61,mean,2.65
47.5,5.25,1F61,median,2.46
47.5,5.25,1F61,rmse,2.98
47.5,5.25,1F61,max,7.02
47.5,5.25,1F61,min,0.19
47.5,5.25,1F61,count,144.0
47.5,5.25,1F61,std,1.38
47.5,5.25,2005,mean,2.55
47.5,5.25,2005,median,2.38
47.5,5.25,2005,rmse,2.86
47.5,5.25,2005,max,6.81
47.5,5.25,2005,min,0.1
47.5,5.25,2005,count,145.0
47.5,5.25,2005,std,1.29
47.5,5.25,2055,mean,2.52
47.5,5.25,2055,median,2.42
47.5,5.25,2055,rmse,2.87
47.5,5.25,2055,max,6.0
47.5,5.25,2055,min,0.0
47.5,5.25,2055,count,141.0
47.5,5.25,2055,std,1.36
47.5,5.5,1002,mean,2.83
47.5,5.5,1002,median,2.63
47.5,5.5,1002,rmse,3.19
47.5,5.5,1002,max,8.17
47.5,5.5,1002,min,0.31
47.5,5.5,1002,count,141.0
47.5,5.5,1002,std,1.45
47.5,5.5,104D,mean,2.73
47.5,5.5,104D,median,2.6
47.5,5.5,104D,rmse,3.13
47.5,5.5,104D,max,7.39
47.5,5.5,104D,min,0.16
47.5,5.5,104D,count,136.0
47.5,5.5,104D,std,1.53
47.5,5.5,10CE,mean,2.76
47.5,5.5,10CE,median,2.64
47.5,5.5,10CE,rmse,3.14
47.5,5.5,10CE,max,7.5
47.5,5.5,10CE,min,0.07
47.5,5.5,10CE,count,146.0
47.5,5.5,10CE,std,1.51
47.5,5.5,1210,mean,2.73
47.5,5.5,1210,median,2.66
47.5,5.5,1210,rmse,3.09
47.5,5.5,1210,max,7.63
47.5,5.5,1210,min,0.07
47.5,5.5,1210,count,143.0
47.5,5.5,1210,std,1.44
47.5,5.5,1211,mean,2.98
47.5,5.5,1211,median,2.82
47.5,5.5,1211,rmse,3.35
47.5,5.5,1211,max,7.15
47.5,5.5,1211,min,0.31
47.5,5.5,1211,count,136.0
47.5,5.5,1211,std,1.51
47.5,5.5,1212,mean,2.84
47.5,5.5,1212,median,2.71
47.5,5.5,1212,rmse,3.26
47.5,5.5,1212,max,7.22
47.5,5.5,1212,min,0.29
47.5,5.5,1212,count,141.0
47.5,5.5,1212,std,1.62
47.5,5.5,121D,mean,2.83
47.5,5.5,121D,median,2.7
47.5,5.5,121D,rmse,3.24
47.5,5.5,121D,max,8.1
47.5,5.5,121D,min,0.04
47.5,5.5,121D,count,147.0
47.5,5.5,121D,std,1.59
47.5,5.5,1F61,mean,2.75
47.5,5.5,1F61,median,2.64
47.5,5.5,1F61,rmse,3.11
47.5,5.5,1F61,max,6.46
47.5,5.5,1F61,min,0.16
47.5,5.5,1F61,count,144.0
47.5,5.5,1F61,std,1.45
47.5,5.5,2005,mean,2.73
47.5,5.5,2005,median,2.51
47.5,5.5,2005,rmse,3.07
47.5,5.5,2005,max,8.07
47.5,5.5,2005,min,0.1
47.5,5.5,2005,count,145.0
47.5,5.5,2005,std,1.42
47.5,5.5,2055,mean,2.69
47.5,5.5,2055,median,2.44
47.5,5.5,2055,rmse,3.07
47.5,5.5,2055,max,9.37
47.5,5.5,2055,min,0.19
47.5,5.5,2055,count,141.0
47.5,5.5,2055,std,1.48
47.5,5.75,1002,mean,2.83
47.5,5.75,1002,median,2.63
47.5,5.75,1002,rmse,3.25
47.5,5.75,1002,max,8.78
47.5,5.75,1002,min,0.31
47.5,5.75,1002,count,141.0
47.5,5.75,1002,std,1.59
47.5,5.75,104D,mean,2.93
47.5,5.75,104D,median,2.72
47.5,5.75,104D,rmse,3.37
47.5,5.75,104D,max,8.17
47.5,5.75,104D,min,0.16
47.5,5.75,104D,count,136.0
47.5,5.75,104D,std,1.67
47.5,5.75,10CE,mean,2.9
47.5,5.75,10CE,median,2.66
47.5,5.75,10CE,rmse,3.36
47.5,5.75,10CE,max,8.6
47.5,5.75,10CE,min,0.11
47.5,5.75,10CE,count,146.0
47.5,5.75,10CE,std,1.69
47.5,5.75,1210,mean,2.81
47.5,5.75,1210,median,2.66
47.5,5.75,1210,rmse,3.22
47.5,5.75,1210,max,7.63
47.5,5.75,1210,min,0.06
47.5,5.75,1210,count,143.0
47.5,5.75,1210,std,1.57
47.5,5.75,1211,mean,3.06
47.5,5.75,1211,median,2.82
47.5,5.75,1211,rmse,3.5
47.5,5.75,1211,max,9.26
47.5,5.75,1211,min,0.31
47.5,5.75,1211,count,136.0
47.5,5.75,1211,std,1.69
47.5,5.75,1212,mean,2.93
47.5,5.75,1212,median,2.67
47.5,5.75,1212,rmse,3.39
47.5,5.75,1212,max,8.01
47.5,5.75,1212,min,0.3
47.5,5.75,1212,count,141.0
47.5,5.75,1212,std,1.71
47.5,5.75,121D,mean,3.05
47.5,5.75,121D,median,2.76
47.5,5.75,121D,rmse,3.47
47.5,5.75,121D,max,8.25
47.5,5.75,121D,min,0.04
47.5,5.75,121D,count,147.0
47.5,5.75,121D,std,1.66
47.5,5.75,1F61,mean,2.83
47.5,5.75,1F61,median,2.66
47.5,5.75,1F61,rmse,3.16
47.5,5.75,1F61,max,7.8
47.5,5.75,1F61,min,0.18
47.5,5.75,1F61,count,144.0
47.5,5.75,1F61,std,1.42
47.5,5.75,2005,mean,2.82
47.5,5.75,2005,median,2.5
47.5,5.75,2005,rmse,3.18
47.5,5.75,2005,max,6.86
47.5,5.75,2005,min,0.1
47.5,5.75,2005,count,145.0
47.5,5.75,2005,std,1.48
47.5,5.75,2055,mean,2.83
47.5,5.75,2055,median,2.62
47.5,5.75,2055,rmse,3.22
47.5,5.75,2055,max,8.37
47.5,5.75,2055,min,0.19
47.5,5.75,2055,count,141.0
47.5,5.75,2055,std,1.55
47.5,6.0,1002,mean,2.94
47.5,6.0,1002,median,2.65
47.5,6.0,1002,rmse,3.36
47.5,6.0,1002,max,8.65
47.5,6.0,1002,min,0.32
47.5,6.0,1002,count,141.0
47.5,6.0,1002,std,1.62
47.5,6.0,104D,mean,3.21
47.5,6.0,104D,median,2.85
47.5,6.0,104D,rmse,3.65
47.5,6.0,104D,max,8.22
47.5,6.0,104D,min,0.16
47.5,6.0,104D,count,136.0
47.5,6.0,104D,std,1.74
47.5,6.0,10CE,mean,3.07
47.5,6.0,10CE,median,2.68
47.5,6.0,10CE,rmse,3.58
47.5,6.0,10CE,max,8.79
47.5,6.0,10CE,min,0.2
47.5,6.0,10CE,count,146.0
47.5,6.0,10CE,std,1.84
47.5,6.0,1210,mean,2.95
47.5,6.0,1210,median,2.73
47.5,6.0,1210,rmse,3.42
47.5,6.0,1210,max,8.37
47.5,6.0,1210,min,0.37
47.5,6.0,1210,count,143.0
47.5,6.0,1210,std,1.72
47.5,6.0,1211,mean,3.25
47.5,6.0,1211,median,3.03
47.5,6.0,1211,rmse,3.72
47.5,6.0,1211,max,9.26
47.5,6.0,1211,min,0.38
47.5,6.0,1211,count,136.0
47.5,6.0,1211,std,1.81
47.5,6.0,1212,mean,3.11
47.5,6.0,1212,median,2.76
47.5,6.0,1212,rmse,3.57
47.5,6.0,1212,max,8.17
47.5,6.0,1212,min,0.38
47.5,6.0,1212,count,141.0
47.5,6.0,1212,std,1.75
47.5,6.0,121D,mean,3.2
47.5,6.0,121D,median,2.83
47.5,6.0,121D,rmse,3.65
47.5,6.0,121D,max,8.38
47.5,6.0,121D,min,0.34
47.5,6.0,121D,count,147.0
47.5,6.0,121D,std,1.77
47.5,6.0,1F61,mean,2.95
47.5,6.0,1F61,median,2.78
47.5,6.0,1F61,rmse,3.37
47.5,6.0,1F61,max,8.88
47.5,6.0,1F61,min,0.22
47.5,6.0,1F61,count,144.0
47.5,6.0,1F61,std,1.62
47.5,6.0,2005,mean,3.2
47.5,6.0,2005,median,3.0
47.5,6.0,2005,rmse,3.63
47.5,6.0,2005,max,8.7
47.5,6.0,2005,min,0.27
47.5,6.0,2005,count,145.0
47.5,6.0,2005,std,1.72
47.5,6.0,2055,mean,3.12
47.5,6.0,2055,median,2.76
47.5,6.0,2055,rmse,3.57
47.5,6.0,2055,max,8.37
47.5,6.0,2055,min,0.19
47.5,6.0,2055,count,141.0
47.5,6.0,2055,std,1.72
50.0,1.0,1002,mean,21.89
50.0,1.0,1002,median,21.89
50.0,1.0,1002,rmse,24.94
50.0,1.0,1002,max,42.95
50.0,1.0,1002,min,0.7
50.0,1.0,1002,count,141.0
50.0,1.0,1002,std,11.94
50.0,1.0,104D,mean,20.79
50.0,1.0,104D,median,19.96
50.0,1.0,104D,rmse,23.83
50.0,1.0,104D,max,42.71
50.0,1.0,104D,min,0.7
50.0,1.0,104D,count,136.0
50.0,1.0,104D,std,11.64
50.0,1.0,10CE,mean,20.28
50.0,1.0,10CE,median,19.4
50.0,1.0,10CE,rmse,23.64
50.0,1.0,10CE,max,44.21
50.0,1.0,10CE,min,0.7
50.0,1.0,10CE,count,146.0
50.0,1.0,10CE,std,12.15
50.0,1.0,1210,mean,18.4
50.0,1.0,1210,median,16.96
50.0,1.0,1210,rmse,21.55
50.0,1.0,1210,max,44.2
50.0,1.0,1210,min,0.7
50.0,1.0,1210,count,143.0
50.0,1.0,1210,std,11.22
50.0,1.0,1211,mean,21.41
50.0,1.0,1211,median,21.03
50.0,1.0,1211,rmse,24.43
50.0,1.0,1211,max,42.77
50.0,1.0,1211,min,0.7
50.0,1.0,1211,count,136.0
50.0,1.0,1211,std,11.77
50.0,1.0,1212,mean,19.8
50.0,1.0,1212,median,18.79
50.0,1.0,1212,rmse,23.07
50.0,1.0,1212,max,43.96
50.0,1.0,1212,min,0.7
50.0,1.0,1212,count,141.0
50.0,1.0,1212,std,11.84
50.0,1.0,121D,mean,20.41
50.0,1.0,121D,median,19.54
50.0,1.0,121D,rmse,23.77
50.0,1.0,121D,max,44.21
50.0,1.0,121D,min,0.7
50.0,1.0,121D,count,147.0
50.0,1.0,121D,std,12.17
50.0,1.0,1F61,mean,21.78
50.0,1.0,1F61,median,21.46
50.0,1.0,1F61,rmse,24.93
50.0,1.0,1F61,max,43.59
50.0,1.0,1F61,min,0.7
50.0,1.0,1F61,count,144.0
50.0,1.0,1F61,std,12.14
50.0,1.0,2005,mean,19.12
50.0,1.0,2005,median,17.58
50.0,1.0,2005,rmse,22.33
50.0,1.0,2005,max,44.21
50.0,1.0,2005,min,0.7
50.0,1.0,2005,count,145.0
50.0,1.0,2005,std,11.54
50.0,1.0,2055,mean,18.56
50.0,1.0,2055,median,17.4
50.0,1.0,2055,rmse,21.64
50.0,1.0,2055,max,44.21
50.0,1.0,2055,min,0.7
50.0,1.0,2055,count,141.0
50.0,1.0,2055,std,11.12
50.0,1.25,1002,mean,21.68
50.0,1.25,1002,median,21.52
50.0,1.25,1002,rmse,24.78
50.0,1.25,1002,max,42.95
50.0,1.25,1002,min,0.7
50.0,1.25,1002,count,141.0
50.0,1.25,1002,std,12.02
50.0,1.25,104D,mean,19.46
50.0,1.25,104D,median,19.1
50.0,1.25,104D,rmse,22.58
50.0,1.25,104D,max,42.77
50.0,1.25,104D,min,0.42
50.0,1.25,104D,count,136.0
50.0,1.25,104D,std,11.46
50.0,1.25,10CE,mean,19.51
50.0,1.25,10CE,median,17.79
50.0,1.25,10CE,rmse,22.87
50.0,1.25,10CE,max,44.2
50.0,1.25,10CE,min,0.54
50.0,1.25,10CE,count,146.0
50.0,1.25,10CE,std,11.93
50.0,1.25,1210,mean,17.35
50.0,1.25,1210,median,15.4
50.0,1.25,1210,rmse,20.3
50.0,1.25,1210,max,43.95
50.0,1.25,1210,min,0.7
50.0,1.25,1210,count,143.0
50.0,1.25,1210,std,10.53
50.0,1.25,1211,mean,21.03
50.0,1.25,1211,median,20.32
50.0,1.25,1211,rmse,24.06
50.0,1.25,1211,max,42.77
50.0,1.25,1211,min,0.7
50.0,1.25,1211,count,136.0
50.0,1.25,1211,std,11.68
50.0,1.25,1212,mean,18.65
50.0,1.25,1212,median,17.55
50.0,1.25,1212,rmse,21.87
50.0,1.25,1212,max,43.34
50.0,1.25,1212,min,0.7
50.0,1.25,1212,count,141.0
50.0,1.25,1212,std,11.42
50.0,1.25,121D,mean,18.46
50.0,1.25,121D,median,17.0
50.0,1.25,121D,rmse,21.77
50.0,1.25,121D,max,44.2
50.0,1.25,121D,min,0.7
50.0,1.25,121D,count,147.0
50.0,1.25,121D,std,11.55
50.0,1.25,1F61,mean,21.46
50.0,1.25,1F61,median,21.16
50.0,1.25,1F61,rmse,24.67
50.0,1.25,1F61,max,43.35
50.0,1.25,1F61,min,0.7
50.0,1.25,1F61,count,144.0
50.0,1.25,1F61,std,12.17
50.0,1.25,2005,mean,17.36
50.0,1.25,2005,median,15.57
50.0,1.25,2005,rmse,20.38
50.0,1.25,2005,max,44.2
50.0,1.25,2005,min,0.7
50.0,1.25,2005,count,145.0
50.0,1.25,2005,std,10.67
50.0,1.25,2055,mean,17.46
50.0,1.25,2055,median,15.4
50.0,1.25,2055,rmse,20.48
50.0,1.25,2055,max,43.97
50.0,1.25,2055,min,0.7
50.0,1.25,2055,count,141.0
50.0,1.25,2055,std,10.7
50.0,1.5,1002,mean,21.31
50.0,1.5,1002,median,21.09
50.0,1.5,1002,rmse,24.5
50.0,1.5,1002,max,42.95
50.0,1.5,1002,min,0.54
50.0,1.5,1002,count,141.0
50.0,1.5,1002,std,12.07
50.0,1.5,104D,mean,18.52
50.0,1.5,104D,median,17.46
50.0,1.5,104D,rmse,21.69
50.0,1.5,104D,max,42.46
50.0,1.5,104D,min,0.42
50.0,1.5,104D,count,136.0
50.0,1.5,104D,std,11.28
50.0,1.5,10CE,mean,18.41
50.0,1.5,10CE,median,16.75
50.0,1.5,10CE,rmse,21.78
50.0,1.5,10CE,max,43.96
50.0,1.5,10CE,min,0.53
50.0,1.5,10CE,count,146.0
50.0,1.5,10CE,std,11.62
50.0,1.5,1210,mean,16.21
50.0,1.5,1210,median,14.39
50.0,1.5,1210,rmse,19.03
50.0,1.5,1210,max,42.46
50.0,1.5,1210,min,0.55
50.0,1.5,1210,count,143.0
50.0,1.5,1210,std,9.96
50.0,1.5,1211,mean,20.03
50.0,1.5,1211,median,19.55
50.0,1.5,1211,rmse,23.13
50.0,1.5,1211,max,42.57
50.0,1.5,1211,min,0.7
50.0,1.5,1211,count,136.0
50.0,1.5,1211,std,11.56
50.0,1.5,1212,mean,17.74
50.0,1.5,1212,median,16.07
50.0,1.5,1212,rmse,20.92
50.0,1.5,1212,max,42.5
50.0,1.5,1212,min,0.55
50.0,1.5,1212,count,141.0
50.0,1.5,1212,std,11.09
50.0,1.5,121D,mean,18.1
50.0,1.5,121D,median,16.51
50.0,1.5,121D,rmse,21.47
50.0,1.5,121D,max,43.95
50.0,1.5,121D,min,0.7
50.0,1.5,121D,count,147.0
50.0,1.5,121D,std,11.55
50.0,1.5,1F61,mean,20.32
50.0,1.5,1F61,median,19.58
50.0,1.5,1F61,rmse,23.72
50.0,1.5,1F61,max,43.41
50.0,1.5,1F61,min,0.7
50.0,1.5,1F61,count,144.0
50.0,1.5,1F61,std,12.24
50.0,1.5,2005,mean,16.06
50.0,1.5,2005,median,13.93
50.0,1.5,2005,rmse,18.92
50.0,1.5,2005,max,43.95
50.0,1.5,2005,min,0.7
50.0,1.5,2005,count,145.0
50.0,1.5,2005,std,9.99
50.0,1.5,2055,mean,16.21
50.0,1.5,2055,median,14.53
50.0,1.5,2055,rmse,19.0
50.0,1.5,2055,max,43.95
50.0,1.5,2055,min,0.7
50.0,1.5,2055,count,141.0
50.0,1.5,2055,std,9.91
50.0,1.75,1002,mean,20.1
50.0,1.75,1002,median,19.55
50.0,1.75,1002,rmse,23.43
50.0,1.75,1002,max,42.77
50.0,1.75,1002,min,0.53
50.0,1.75,1002,count,141.0
50.0,1.75,1002,std,12.04
50.0,1.75,104D,mean,17.46
50.0,1.75,104D,median,16.13
50.0,1.75,104D,rmse,20.74
50.0,1.75,104D,max,42.35
50.0,1.75,104D,min,0.42
50.0,1.75,104D,count,136.0
50.0,1.75,104D,std,11.2
50.0,1.75,10CE,mean,16.82
50.0,1.75,10CE,median,15.21
50.0,1.75,10CE,rmse,20.07
50.0,1.75,10CE,max,43.32
50.0,1.75,10CE,min,0.52
50.0,1.75,10CE,count,146.0
50.0,1.75,10CE,std,10.95
50.0,1.75,1210,mean,15.25
50.0,1.75,1210,median,13.31
50.0,1.75,1210,rmse,17.98
50.0,1.75,1210,max,42.84
50.0,1.75,1210,min,0.54
50.0,1.75,1210,count,143.0
50.0,1.75,1210,std,9.52
50.0,1.75,1211,mean,18.82
50.0,1.75,1211,median,18.17
50.0,1.75,1211,rmse,22.07
50.0,1.75,1211,max,42.4
50.0,1.75,1211,min,0.54
50.0,1.75,1211,count,136.0
50.0,1.75,1211,std,11.53
50.0,1.75,1212,mean,16.87
50.0,1.75,1212,median,15.4
50.0,1.75,1212,rmse,20.04
50.0,1.75,1212,max,42.5
50.0,1.75,1212,min,0.54
50.0,1.75,1212,count,141.0
50.0,1.75,1212,std,10.82
50.0,1.75,121D,mean,16.08
50.0,1.75,121D,median,13.78
50.0,1.75,121D,rmse,19.12
50.0,1.75,121D,max,42.82
50.0,1.75,121D,min,0.54
50.0,1.75,121D,count,147.0
50.0,1.75,121D,std,10.35
50.0,1.75,1F61,mean,18.42
50.0,1.75,1F61,median,17.43
50.0,1.75,1F61,rmse,21.92
50.0,1.75,1F61,max,43.41
50.0,1.75,1F61,min,0.54
50.0,1.75,1F61,count,144.0
50.0,1.75,1F61,std,11.89
50.0,1.75,2005,mean,15.21
50.0,1.75,2005,median,13.75
50.0,1.75,2005,rmse,18.06
50.0,1.75,2005,max,44.05
50.0,1.75,2005,min,0.1
50.0,1.75,2005,count,145.0
50.0,1.75,2005,std,9.74
50.0,1.75,2055,mean,14.99
50.0,1.75,2055,median,13.18
50.0,1.75,2055,rmse,17.6
50.0,1.75,2055,max,43.36
50.0,1.75,2055,min,0.54
50.0,1.75,2055,count,141.0
50.0,1.75,2055,std,9.21
50.0,2.0,1002,mean,19.41
50.0,2.0,1002,median,19.08
50.0,2.0,1002,rmse,22.9
50.0,2.0,1002,max,42.77
50.0,2.0,1002,min,0.7
50.0,2.0,1002,count,141.0
50.0,2.0,1002,std,12.16
50.0,2.0,104D,mean,16.88
